Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
320419,B000E1HVR0,A3NZMP0JN1YJ3L,Karen Staley,0,0,5,1210809600,excellent product,"<a href=""http://www.amazon.com/gp/product/B000E1HVR0"">Kraft Noodle Classics, Tangy Italian Spaghetti Dinner, 8-Ounce Boxes (Pack of 24)</a>  This is such an excellent product--I can no longer find it in stores, so was so happy to find it on your site.  It makes the best spagetti!"
348332,B003GS3VQ8,AM64DX3BVAOZI,Bokjoy,0,0,5,1321574400,I didn't know I love peacans!,I didn't know I love peacans until I tried Valdosta Pecans!  I am trying to eat only food that is both good for me AND also tastes really good.  The Sahale Valdosta Peacans are good for you and they taste great! I have got to reorder some more ASAP!
389685,B004CH8EIC,A2V995T3ER2ACH,Justin,0,0,5,1350777600,Spree,They tasted great! They came quickly and in a huge bag and I loved eating them. I shared them with class mates and loved them also.
391879,B000CQBZPG,A1M5XMHG7W5RTK,Zane Binder,0,0,5,1212364800,Awesome Tea,"I am so glad that Amazon sells this tea as it is very difficult to find. This is the best Earl Grey because of the double Bergamot and we prefer it over any other Earl Grey. This is a full bodied, very flavorful tea and some dishwater blend. I hope Amazon will continue to carry it."
308853,B0029NGX34,A2UC5TV6ZNMRJR,M. Walters,9,9,5,1270166400,Finally a food my finicky feline will finish!,"My cat is 15 years old, and has NEVER liked a kitty treat in her life - the only non-dry cat food she would ever eat was REAL tuna fish juice, drained from the can (and never mind the tuna). She has also had what I affectionately call a ""tender tummy"", meaning that every few weeks, since she was a kitten, she has had vomiting episodes that last a day or so and then disappear again. No explanation. Basically, I've just had to find cat food for her that matches the carpet on the way back up. Ew.<br /><br />About a year ago, she stopped eating all together, and I was worried that she and I had reached the end of her long life. In actuality, she had just decided she no longer liked the IAMS senior she had eaten for 10 years, was going on a hunger strike that put her in the ER Vet with failing kidneys due to dehydration.<br /><br />Enter Wiskas Purrfectly Fish Tuna (in the pack of ten, with the sardines and Whitefish/tuna mix). She instantly started eating again, and her health returned in a matter of days. AND, no more random vomiting!! She even deigns to eat dry cat food once a day to supplement the moist stuff - I'm using IAMS young adult (orange bag), and have had no problems there either.<br /><br />She has her preferences with the Wiskas, don't be deceived. She will ONLY eat the purrfectly fish, NOT any other flavor, and really doesn't prefer the sardines (neither do I). The tuna entree with the whitefish is often only halfway eaten, but the tuna entree alone is always finished, which is why I was so happy to see it for sale here by itself.<br /><br />One complaint, though. My kitchen now smells like dead fish. But, to save my carpets, her health, and my sanity, I'll sacrifice a little smell."
5378,B000H27K86,A3AENQYW5X85YF,G. Benedetti,0,0,5,1313452800,Luzianne is awesome!,I love this product and can't get it locally anymore.  It was a fair price and the item was in stock and came quickly.  I would buy from them again.
487145,B000PDWBKO,A2G4LED23WZKUG,Joe Mcdowell,3,3,5,1222128000,Taste just like movie popcorn,This popcorn tastes just like the popcorn at the movies. It's easy and convenient to fix has just the right amount of salt.
495322,B00027DSUA,AWJC8SF9IK6HX,clarityhome,1,1,5,1296345600,Best food on the market for sensitive dogs,"I have a 2 year old boxer pup.<br />He has had a variety of health problems and overtaxed immune system as a pup. He has always had a low threshold for developing loose stools. The only food I have found that prevents his issues is Canine Caviar. I have tried every other high quality premium food, without the same results. I am now committed to driving across town for this food, as nothing compares (I discovered C.C. from a French Bulldog owner who also had great results calming their issues).<br />Just wish more stores carried it."
336431,B000BRR8VQ,A3IUI5VN3J92SK,megby,0,0,5,1244505600,Highly recommend!,I'm a mother of four dogs and wanted to find some healthier treats than what I'd been giving them.  These salmon treats were a perfect find.  All four dogs devour them!  They are smaller (think big pencil erasers) but I still highly recommend.
392317,B003IW0R8W,A2U2H0LMEUAKWI,L. Shivler,7,7,4,1288828800,I don't taste the bitter melon in it at all,Just a quick review -- this stuff smells wonderful.  You can definitely smell and taste the apple and the cinnamon in it!  I can't detect the bitter melon!  Lightly sweetened too!
298587,B006N3I0DM,A14D7LPS6L4TRN,Barbara A. Hoffman,3,3,5,1227052800,good strong coffee,"I keep buying Emeril's Big Easy Bold K cups because I am limited to about one cup of REAL coffee each morning, and this is REAL, STRONG and DELICIOUS. If you like your coffee strong and use K-cups, this is the one for you."
83861,B000UB81Q4,A299R4EHOT3B41,sassycali,1,1,5,1322265600,Excellent Pick me up,Purchased this product after extensive research on coca tea and reviews from others on various brands. Upon arrival I made a cup for my overly tired feeling sick husband. After drinking the tea (two bags in 8oz) he said he felt alert and more awake. He was easily able to finish his day. He said it tasted good (no sugar or honey) and he usually does not like anything natural.
314546,B007PA32KI,A3QK07D509XSFR,Marissa C,8,8,5,1276992000,Great coffee,I am trying to decrease my caffeine intake and this coffee is perfect for it...it tastes great and still has a good amount of caffeine but not too much
294123,B000FBM46W,A1VBQ8ANDKZWTE,L. Weng,0,0,5,1273536000,Wonderful Taste,"It tastes perfect. I like it.<br />You would ""feel"" the butter in the cookies."
199434,B000EDMDZS,APL2KETIYQMHU,Katrina M. Mongeon,10,12,5,1145923200,Yummy!,For those of you like me who care... These yummy snacks have about 140 Calories per package and one package is too much for one sitting. Very yummy and sweet lo-cal food to snack on.
428321,B0045IO2XO,AXWBHYNYHCIU,barbara76028,0,1,5,1332288000,Order now from Amazon...,"This stuff is really good, I have it in the evening instead of dessert.  I can enjoy at home at my leisure and don't have to drive into Starbucks.<a href=""http://www.amazon.com/gp/product/B004QDA8WC"">Caf&eacute; Escapes Chai Latte  K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a>"
524078,B004JGQ15E,A2ZGXQ566SR4FM,Patrizia,0,0,5,1304812800,addictive!,We really love these and have since purchased them a few times. They have a great sweet taste that is not overwhelming and the individual snacks make for great packing for a quick snack
94115,B0002DGRPC,A1KJH57UFCFUN0,Rocco &amp; Lola,0,0,5,1340323200,dogs love these!,"My two boxes absolutely LOVE these freeze dried liver treats; it is one of their favorites.  Both dogs do their kidney bean dances in the kitchen when we take the lid off.  The only bad thing is the treats are small and they only recommend a few daily.  (But, I guess that's not too much of a bad thing given these are a little pricer than the average dog treat)"
458210,B00472629K,A38IL2GXD8866Z,PinkSneakers,0,0,4,1334707200,Not too shabby,"My husband has to watch his sugar intake so I've begun doing the same.  So far most of the sugar free candies, cookies, ice creams are pretty good.  The best is the Pillsbury Sugar Free brownie mix.  Anyway, these aren't very sweet but they do taste good."
446737,B0009F3QL6,A3VJRET2XN8IRF,"Susan D. Rosko ""mrs. spunkmeister""",1,1,5,1244419200,Yogi Tea Egyptian Licorice flavor,"Mild herb tea with a hint of licorice.  My personal favorite flavor, hot or cold.  Subscription, bulk price is much more reasonable than retail price.  Try with Stevia sweetener."
194298,B000VDL7RG,A2R7C5MATBVXO4,"Geistay Zietay ""The Most Dangerous Weapon is ...",0,0,5,1316131200,Got what I expected. Delicious!,"Even after reading several reviews about this product being terrible after Bigs took over, I took a change and ordered a 12 pack. I opened up a bag as soon and I got it and was satisfied.<br /><br />The first time I had these was a while ago and I didn't like them, they tasted funny compared to other brands. But, the next time I tried them I was hooked and these are the familiar taste I enjoy. It could be that I didn't start eating seeds until a few years ago, and never experienced the ""extra"" flavor, but these seeds have plenty of flavor to me. I will say though, the flavor last just as long as other seeds, or maybe a little longer. Also, these are the only seeds where the flavor gets better, rather than old, the more you eat!<br /><br />I would recommend this, to people who love BBQ sunflower seeds.<br /><br />I went through a bag in 3 days, so if I keep this up I'll need another case in a month :)"
509083,B000ARWL46,AJJN5MUNXCXXY,miyaknmama,0,0,5,1300147200,easy to digest,"I was very nervous about introducing formula to my 10-month-old but I added this to her bottle (mixed gradually with breast milk) and she's had no issues digesting it and she seems to like the taste. the anticipation of introducing this formula was emotionally upsetting to me, but since my daughter accepted it without any problems, it was a very easy transition for everyone."
164208,B000CQE3NM,A3J4VXFCVETBNQ,"Tomasz J. Dorosz ""TOM D""",1,1,5,1302048000,My girlfriend keeps drinking all of it!,I drink at least two cups of tea a day and have tried hundreds of types.  After years of drinking black I have switched to green and white and now I would not go back.  The white is just much cleaner and does not give you an aftertaste.  The green I like to drink after dinner or a meal.  This gives me two of the teas I love in one package.  Now if my gf would stop drinking all of it I would be even more happier :)
202142,B003YK8YUG,A4O0JJJK236Z6,"Regina A. McLenon ""Gina""",1,1,3,1307836800,organic fruit snacks,"My 3 yr. old loved these, but I felt they were too sugary. I like that they are organic, but I would prefer they not have the sugar coating."
34112,B004N8LMFM,A1O80FSHN7HR8F,Derp,3,22,1,1310169600,tasted like plastic. Instructions not readible.,tasted like plastic. The texture is so strange you question if it is ment to be eaten while you eat it. instructions are in japanese not english. kinda hard to fallow. I paid 11 bucks for it but there are other sites that sell it for 5..shoulda bought it somplace els.. I don't feel i got my monies worth
343432,B00004RBDU,A1Z9XUE4F0BX0R,Jim,0,0,5,1341964800,Very good product,"The flea trap refills does as it was advertised, not only for fleas but, for all types of flying insects."
195812,B006N3I29E,A34JKJSVX43FZ,Darryl,0,0,5,1333238400,My Favorite K-cup,"I don't like really strong coffee, so after trying over a dozen different K-cups this is now my #1 choice and maybe the only K-cup I will buy anymore."
396643,B001NCH08O,A1UKXJHS1IXTG1,Kindle reader,2,2,1,1322956800,Stay away from this company,"We purchased this product and were greatly disappointed.  The product did not have the texture or the taste that it should have.  We contacted customer service and when they discovered that we were complaining, they suddenly could not understand us and said customer service would contact us.  We never got a call back and could not get in touch with them again.  Very expensive and no quality.  Stay away from this company.  We lived in Spain for years and know what this product should taste like and this was not what it should have tasted like."
429094,B000EEZ3MW,A1BSQ83BO7I1FV,"american samurai ""samuraiantiqueworld""",4,4,5,1206835200,excellent product,"Just clams, no or very low salt, so you can use in pasta, soup, etc without raising the salt content of your dish. If your used to over salty products of this kind these clams might take a little getting used to, season and add salt to your own tastes. More companys should let the consumer add salt or sugar to a product after purchse."
462228,B000CR00FQ,A1J5HIF41ENSMZ,Adam Wood,0,0,5,1178841600,I've liked every kind that I've tried,"My latest purchase was the Honey Wheat variety, but I've had the Hi-Protein and Spelt varieties in the past.  I have really enjoyed all three of them.<br /><br />The Honey Wheat have a good taste and crunch.  It took me about five pretzels to get used to them as compared to ""normal"" pretzels, but then I really got into them.  I like the taste, but I also like the ingredients and nutrition.  The following can be found on the web, but I'm adding it here for convenience:<br /><br />Ingredients:  Organic unbleached wheat flour, organic whole wheat flour, organic honey, organic sugar, organic sunflower oil, salt, yeast, soda.<br /><br />Nutritional Facts:  Serving Size: 20 pretzels (30g), Calories per Serving: 110, Calories from fat: 10, Total Fat: 1g (saturated fat: 0g), Cholesterol: 0mg, Sodium: 180mg, Total Carbohydrates: 22g (dietary fiber: 3g, sugars: 2g), Protein: 2g<br /><br />Some typical advice - watch for sales on these!  I got the Honey Wheat 7-oz bags, 12-pack for twelve dollars in October 2010 (the price is why I decided to try them).  As of this writing, they are almost sixty dollars.  At a dollar a bag, I'll recommend them to everyone.  At five dollars a bag...all I can say is that I wouldn't pay that much for these, or any pretzel in a 7-oz bag."
385509,B001KEH2MO,A1H7O0UED9MA2E,Anoni,1,1,3,1323216000,Strange...,"Let me just say that this tea is about average. I feel like the tea wasn't made to high standards, but then you have the fact that they're whole leaves. I think this creates a weird situation where you have a bad product of high quality. I'm a supertaster, so I will describe the product as best as I can. It has your typical oolong bass notes, but the higher notes are very grassy (sometimes oolong is sweet, bitter...etc etc etc, this is grassy). It has a fair balance between bitterness and boldness. Incase you aren't gathering what I'm trying to say... it's a very neutral flavor and doesn't really 'wow' me at all. The grassy flavor taste exactly like wheaties cereal (no frosted).... and that sounds stupid but when you try it you'll instantly make the connection.<br /><br />So, in conclusion it's a plain tea that I won't really hold up high on my tea shrines, but it does have one last unique quality. It taste odd, but I can't stop drinking it. It's like raman noodles... you never say ""man I can sure go for some raman"", but when you are actually eating raman you make sure you eat every last noodle. It's like that.<br /><br />12/10/11 EDIT: After drinking a few of these, I can say that it's a great tea to drink without anything added. I normally add sugar to most of my teas in some way or another (honey, sugar, guava), but I find that this tea is actually really good without anything added. I'm not going to officially change my 3 star rating, but I am tempted to bump it up to 4 stars."
137301,B001P05K7W,A3MENWS2A1VKCQ,"Elmsaafir ""Ryokojin""",0,0,5,1219104000,Dog goes NUTS for these!!,"Our dog absolutely loves these things...Not sure what they're made of, but the way he grabs it and proceeds to run around the house, tossing it up in the air and catching it before sitting down to gnaw contentedly for 20 minutes or so makes me think it might be illegal.  The only thing he likes to eat more appears to be flies.  He's a strange dog...but we love him.<br /><br />HEXtra is great stuff that keeps your dogs occupied, and their breath smelling nice and fresh.  And, Amazon prices are about half what it is at the Vet's office for twice as much."
19478,B000PCC3KI,AJ4SNXK58BBUM,Rosa,1,1,5,1319241600,Wildside Salmon Dog Treats,"This is a product my dog loves. I was pleased to find it on the enter net<br />I have bought it from my pet store, but they no longer carry the product<br />I will buy again"
111076,B0014WYXYW,A3PFR87MY2I7P1,Matthew D. Mercer,1,1,4,1211414400,Sparkling and sweet,"I enjoyed this offering from Izze, which is smartly packaged in terms of portions (although not the most eco-friendly) and packs a great deal of flavor. It can be a challenge to find sparkling juice that is 100% juice and not loaded with artificial sweeteners, and Izze gets it right here. What I most liked about it is that it's a smallish portion which gives you just the right amount to drink without loading up on too many calories at once. That is, if you don't find yourself going back for more. :-)"
225527,B002ZX1U9A,A1CR2F3SFUROE6,Dotsie,0,0,5,1307577600,Delicious,The flavor of this coffee it so rich I love it. I add whipped cream to top off a great cup of coffee !!
484017,B001EO5TK2,A4TMXOVCB07RX,"Patrick Visniewski ""Coffee Fan""",0,1,3,1310860800,average-ish white tea - nothing bad but nothing special either,"I probably need to try other brands/types of white tea to compare,<br />but overall I've had green teas I consider to be much better relatively speaking<br />I've had green teas that I rate to be about as mediocre as this seems to be compared to better green teas<br /><br />I like the smell of this freshly brewed, and the taste at first but after a bit the taste seems to go sort of ""flat"" or something.<br />I also make batches of this and put it in the refrigerator as iced tea<br />it's the same, at first the smell and taste are pretty good, but it quickly loses the appealing aroma and the taste goes from better than decent to a little less than decent<br />I usually end up having to add sugar or lots of ice or watering it down or just drinking it fairly to drink more than a small cup of it at a time<br /><br />I still drink it because I haven't felt like trying other white teas yet<br /><br />overall it's drinkable, it's not horrible, but it's also not any special<br /><br />If I find other white teas that are better I'll drop the rating to a 2 but for now it seems like it's worth a star 3 rating"
469730,B001D0KG1O,AU02YJ6L9FFNP,amazonmom,0,0,2,1316995200,Bitter,"Coffee has a real bitter taste, I bought 2 boxes of these and haven't finished 1 yet and I purchased these a couple of months ago. I am a regular coffee drinker and always trying different brands and flavors."
147056,B005GRCWDU,A2CLJOGDJW427E,MollyM,0,0,4,1343606400,"Yum - But not ""OMG YUM""","We use this in our espresso maker and it makes a good latte, but I thought I'd be blown away by the ""crema"" part of the taste. Just tastes like a normal homemade espresso - nothing different than when we make it with Starbucks or whatnot. That said, great price if you do the Subscribe and Save...."
403244,B0058AMY5G,AOSFLVLMAG0N5,"Gloria E. Clements ""thistle809""",0,0,5,1266710400,Barbeque perfection,"The barbeque flavor of these chips is really perfect! Just spicy enough, a hint of sweetness, just a little smokey. The chips themselves are extra crunchy and just thick enough to be substantial, but not hard. This makes for a wonderful snack or a great accompaniment for burgers, hot dogs or brats, chicken or just about any casual entree."
36299,B00014H710,A2CPAJT5GV9C7Y,"S. Rohde ""ParkerRvrGirl""",6,7,4,1235692800,Keeps me on track,"I love this product, it helps keep things moving!  I use it twice a day afternoon and evening while dieting.  A great product for helping maintain your weight."
182328,B008RWUKXK,ANR7N0TPK3RB9,Lynn Jackson,0,0,5,1328140800,YOU HAVE TO TRY IT TO EXPERIENCE HOW SUPERIOR THIS PRODUCT REALLY IS !!,"I really was blown away with how incredibly tasty the Kind Healthy Grains Vanilla Blueberry Clusters with Flax Seeds was ! By far the best granola type food I've ever eaten and it's super healthy. I eat it sprinkled on nonfat plain yogurt that I infuse with cinnamon, with soy milk, or by itself, of course. I sometimes make up an on the go snack bag which varies but always has these tasty clusters in it and some kind of dried fruit, raw, unsalted pecans, almonds or walnuts, goji berries, etc. I will be trying the other flavors soon. A great product all around & Amazon's price for a 3 pack of 11 oz. bags is a bargain."
158098,B001CJWAME,A39UBJNXTJ7E7,"no man's land ""price vs. quality""",0,0,3,1255046400,ok but not great,I like the rum cake but must agree with the first reviewer. This cake lacked that certain something to make it great. A little overpriced for the amount and the quality received.
559308,B000EQX57K,A2R4VQ631HT8EL,Derek Legler,0,0,5,1168300800,Tasty and Healthy,"Many snacks labeled ""healthy"" today still have hydrogenated oils in them.  Garden of eatin' snacks do not.  The taste is wonderful.  Great with salsa and/or guacamole.  The sesame seeds add a nice flavor without being overpowering.  My favorite chip for all occasions."
419636,B0029ZAOW8,AXLP17J20C2GC,Charles Balchunas,18,28,1,1201651200,Having the jitters is not being energetic,I was curious and tried this item on Jan 28th.  I bought 2 bottles of the lemon-lime.  The taste is very bad---need to flush it down with a glass of water.  Within about 30 minutes I began feeling very uneasy---sort of had the jitters----didn't have a lot of energy but was very nervous and just could not sit down.  I was afraid it was effecting my heart rate or blood pressure but I checked and both those remained normal even though I felt very uneasy.<br />I tried it a day later with the second bottle---same results.  Very uncomfortable feeling---I will not use it anymore
440477,B002ZOCEMG,AHIK7BUXFRMT8,David Bower,1,1,5,1298246400,A Really Fine Coffee,"I'll admit I had help discovering this brand of coffee; a major consumer review magazine to which I subscribe rated it as one of the best coffees available in the USA. That got me curious so I bought some and have been buying it ever since. It has a marvelous flavor which is never bitter and has always been smooth and rich.<br /><br />The review went on to compliment its aroma and flavor and said it was simply better than the competition and at a lower price. The 100% Columbian uses an Arabica bean which I prefer.<br /><br />For the typical user the ground version is much more convenient unless you have a reasonable method of grinding the beans at home. We have a small batch grinder but it is hard to use and to clean up afterward so I usually get the ground.<br /><br />A number of local stores still carry it but you may not have one in your neighborhood. As many of us have discovered, ordering from Amazon is so easy!<br /><br />In summation, if you enjoy your coffee black this is a very successful alternative to get a great coffee taste at a better than average price."
203777,B00474OQWI,AJXVOY9PS5UUP,"Delores M. Wadick ""Ms Dee""",0,0,5,1305763200,Caribou Decaf really good cup of coffee,I believe that this Caribou Decaf would be hard to tell difference in a good cup that is not decaf.  I am really enjoying it at the times that I definitely do not want caffinated coffee.  Hard to tell the difference is my opinion.  Very good!
546719,B004VLV7NS,ATFUXSRE8ZAQH,"Mugwhamp ""Mugwhamp""",2,2,5,1334534400,Cereal yum,"I generally don't eat this alone, but add it to oatmeal for fuller and more complex texture.  Very good there, but the best use is in bread!  I replace about 1/4 of the flour with this, and we get this dense and delicious bread.  (I do use a little gluten, too, to get the bread to rise.)"
261891,B001E5E20E,A1GZTH784H4H6T,Federico Lawrence,0,0,5,1340064000,Fred Lawrence,Rishi Tea Organic Jasmine Peal Loose Leaf Tea is a very good tea. This tea is very enjoyable drinking tea.
366481,B000CQIDAG,A9V0CPLEDC2QK,Michele Pearson,1,1,5,1323907200,Great tea,Great product. Used the tea for a mother- daughter holiday tea and it was a hit. Would order this tea again
245140,B0029XDZKI,AZK71O06GHS3D,N. Zimmer,0,0,5,1324598400,Great Flavor,This is a perfect blend of coffee and hazelnut flavors with a good body. It makes other brands appear tasteless.
484647,B000F3OERW,A19QX3N57VEU98,Mommzie,1,1,5,1321056000,An instant addiction,I purchased a small pack of these at the gas station not too long ago and we all became instant fans. Not too sweet with just the right amount of nuttiness for a quick snack - my 12 yr old insisted I buy a full box of them!
236553,B00759NNKI,A2NYK9KWFMJV4Y,"Mike Tarrani ""Jazz Drummer""",0,0,5,1334966400,Nice flavor enhancer on certain dishes,"This is not a true balsamic vinegar, it is more of a condiment type vinegar that is made from a base of generic wine vinegar with no specific aging requirements. This does not diminish the quality of this for what it is.  I am stating this up front because this product has uses that a true balsamic vinegar would not. For example, this product is no nearly as complex, allowing you to use it as an ingredient in a salad dressing (although I recommend against that.)<br /><br />A true balsamic vinegar is made from Trebbiano and Lambrusco grapes and is aged for a minimum of 12 years (in addition to only being made in Modena and Reggio Emilia, and designation and production controlled by the Italian Government.)<br /><br />First, why do I recommend against using it as an ingredient in a salad dressing: although it does not come close to the complexity of a true balsamic vinegar, it is still overpowering and relatively complex in flavor and aroma compared to lighter vinegars, such as a red wine or white. This product, unless very sparingly used in a dressing, would completely mask the flavors of the salad herbs and vegetables.<br /><br />I have found that a few drops on fish, and especially salmon, greatly enhances the flavor, as well as most shell fishes. Although I am a vegetarian, back when I did eat meat, a few drops on a piece of red meat also worked wonders. And it adds an interesting and savory flavor to grilled vegetables, especially zucchini and eggplant.<br /><br />For what it is, this is a quality product that occupies a permanent part of my pantry. I also recommend that you check out an interesting companion product - <a href=""http://www.amazon.com/gp/product/B000CFO37Y"">Gia Russa Balsamic Glaze</a> - which I have also reviewed and think that it complements this as a staple in your kitchen."
311580,B003Q4TS78,A1FDE4RW495VKR,Bryan C Scott,0,0,5,1322611200,Amazon scores again,"My wife loves Perrier and the lemon/lime especially.  Unfortunately, the only place that carries it near us is a local convenience store and singles at that.  This costs a little more per bottle but it is totally worth it to pay more for being able to get 24 at one time.  The product arrived protected by cardboard and completely intact.  We couldn't be happier with our Perrier Citron!"
156865,B001O2H9WU,ATIHDHZYNQ0EI,"Kristen O'donnell ""twinsmom""",0,0,5,1270425600,Tasty and Delicious,I'd continue to buy but I'm moving over to more home made finger foods and away from glass jars...shattered too many. They like all the flavors though. Great textures too.
131587,B003XLWQFA,A14DV28G9OCFL0,"Michelle Crowder ""NMartist""",4,4,4,1301788800,"Nice flavor, but I lose a drop or two every time I use it","The good:  Nice, full bodies vanilla.  It is wonderful for baking.  Dark bottle is great since it keeps the vanilla from being exposed to light.<br /><br />The bad:  The opening is kind of small and I think this is what causes a drop or two to go down the side every time I use it.  This means I am wasting vanilla, and that is why it loses a star for this."
243860,B000EQT4MA,AV8HGBJ1OORNF,Mrs. Murphy,0,0,5,1255132800,Love these chips!,"These chips are great. I love the hot and spicy seasoning. They are too spicy for my 5 year old, but my 8 year old loves them also."
125749,B003DMVFHY,A4QXTN3K865NR,"aar! ""aar!""",2,2,5,1301356800,Steel Cut Plus Organic,Excellent price for these outstanding steel cut organic quick oat.  In fact signed up for auto delivery. Highly recommended!
169304,B0001ES9FI,A253AU839RKSFK,Jason M. Birnbaum,0,0,4,1300752000,Simple dark roast coffee,"I titled my review ""simple dark roast coffee"" because that's exactly what it makes. There is very little complexity to this coffee, no layers of flavor. And for some strange reason, it fails to create a crema/foam in the cup. I purposely use the espresso insert in my maker in order to get the crema, I just run the pods 3 times to get a proper cup. This pod fails to create the foam and that is a little disappointing. But the taste is good and I enjoy my cup every morning."
429005,B00181SUTS,AZ6F0IYZXFVUY,Clifford B. Mass,0,0,5,1250294400,Coffee Review,"Outstanding taste, aroma and flavor.  Best when mixed with other coffees and made in a coffee press."
15014,B000EGZ99M,ARXBPZT5MKN65,"kebohs ""kebohs""",0,0,5,1210809600,Rice Select whole wheat orzo,This product is very hard to find at the grocery store. I bought a 4 pack. It came within a few days . I was very pleased with the whole transaction. Thank you for carrying this product. I will shop for it here again :)
350072,B000EMU2BG,A2UM8XCHXJVN8F,Deb,1,1,5,1285804800,"Tastes great, low calorie",It's only 20 calories a serving and it tastes great. I am quite sensitive to the taste of artificial sweetners but I don't pick any of that taste up in this product. They stopped selling it at my local supermarket (Wegmans) so I order it on line now. I drink it almost every night to satisfy my chocolate craving!
486156,B00008CQVA,A2D1CRB9I5EEA5,Allan H. Macleod,1,1,4,1348444800,Need can opener.,"This is a high guality food that a friend of mine advised me to try. It is a little on the expensive side, but my cat seems to love it. I usually mix it with a little warm water and make it into a paste. The only thing holding it back is you need a can opener."
282501,B00292BM7C,A25S316QRB4BQC,Gina Cinquegrani,0,0,5,1343779200,Finicky Dog Owner? Worry no More!!,"I was a bit hesitant to buy these for my dogs because one of them has no problem whatsoever with dropping her treat (pretty much spitting it out) & walking away. Not the case with these treats; she LOVES them!  So if your pet is finicky like mine, worry no more...."
8774,B000MGSJ5A,A3U6YB5B59TQRS,Hamsta,0,0,5,1343088000,Works well.,"I bought the 2 lb bottle for use in microbio experiments & I haven't really eaten any of it...yet, so I can't comment on the taste or anything like that.<br />But for growing things, it's great.<br />Since it's a powder it's easy to measure out & use, unlike those annoying flaky bars.<br />After the agar sets, it's quite clear which is nice."
182559,B008RWUKXK,AG6KZJCYROBRY,"Sabrina Peters-Whitehead ""Jaede""",1,1,4,1325548800,Healthy While Great-Tasting and Crunchy,"Overall, Kind Healthy Grains Cinnamon Oat clusters with Flax Seeds Granola has a very satisfying crunch while also being flavorful and healthy.  The granola clusters are nicely sized without being too ""crumbly"" or too hard.  They give a nice satisfying crunch even after sitting in milk for a bit and are a great accompaniment to yogurt.  I only wish that the cinnamon was a bit stronger in flavor, but the overall balance of flavors is quite satisfactory.<br /><br />What I like best is that you feel satisfied after eating a serving of this granola and are not hungry within the next hour or two like you are with some other granola brands."
446355,B004G5ZYPG,A39UF6Y5KMQ2B8,gardengirl,3,4,1,1302048000,disappointing,"Package full of alot of very small broken pieces and tiny chips, not whole slices as shown. Dogs were not very interested in them. In the future I will make my own in a dehydrator and try again. Way too expensive for what you get."
477711,B0029TECEA,A39Y37OZ4WHJ05,"bsm999 ""bsm999""",0,0,5,1350345600,Very good soup!,I like a soup that is thick with lots of ingredients.  More like a stew in consistency than a soup.  This soup is excellent in that regard and certainly tastes good as well.  Highly recommended.
88100,B0030VBQOK,A1CQ6RKIWDDQCT,"Cat In The Hat ""twin happy mom""",0,0,5,1293753600,"Great, tasty nutrients in one easy to deliver pouch!","Beets!!!  How many of you out there have babies/toddlers/kids who eat beets?  Well, mine aren't big fans but they LOVE these pouches.  This is a great combination with the blueberries and bananas and you can still taste the beets.  Anytime my 15 month-old twin boys need a quick snack, I whip out one of these pouches and can be assured they are getting their antioxidants and nutrients.<br /><br />It's especially helpful during teething time or when your babies get to the 'picky eater' stage.  For the teethers, it's helpful to place a few pouches in the fridge.  For the picky eaters, it's helpful for us to administer a swig of this inbetween bites.  These pouches are much better than giving pure juice and aren't messy.  If you do give them the pouches to eat on their own, just be wary that they may squeeze too hard and up comes all of the food.  The screw on top helps if they don't finish it all.  Just place it into the fridge for the next day or later or if you're out, pace it back into your diaper bag with a cold pack.  No yucky jar top taste, no spoons to mess around with, and the combinations are tasty.<br /><br />With the subscribe and save, it's so much more cost saving than purchasing these in the stores."
550402,B001SAXPEO,A31MZR41SM9JU5,Mye,1,7,1,1288828800,Too SOUR!,"I love sour food but this one I can't bear.  Too strong sour taste... and even when you open the bag, the sour smell is too strong.  I don't like it."
25438,B001VPCKV0,A19GNYS8Z9BLCJ,DoggyDan,0,0,1,1344470400,Red Barn Chew-A-Bulls,"I purchased these at a big-box petstore locally and I was rather miffed to discover that these are not what they appear. I expected bull pizzles, but it seems all of the ""Red Barn"" brand Chew-A-Bulls are reconstituted and not real pizzles. They have gone to great lengths to make the product look like a real bull pizzle, but they are not the real thing and do not last like the real thing. I knew something was wrong when my dog had devoured it within minutes. Close inspection revealed flashing from the mold used to form them and the ends were smooth and uniform, unlike a real pizzle.<br />Bull pizzles aren't particularly cheap, and neither are the cheap imitations like these.<br />I truly felt like I had been deliberately deceived, enough so to warn others."
76071,B002EAQXQO,A2E3ZDGXJIDOC3,Ross Parmly,0,0,5,1336348800,Great organic treat for kids and adults,"These are some of the best granola bars out there! Taste isn't sacrificed at all by the organic ingredients. My wife and I usually have one of these each morning for breakfast and we're hooked. All of the flavors are good, especially Vanilla Chip, Chocolate Chip, and Harvest Berry. I'm sure kids would love these as well."
408770,B00579ISP8,A31UBFBTWMQ5JN,Open Minded,0,0,5,1345680000,Excellent product and Flavor,"Enjoying the Garlic immensely and a great product. Garlic is extremely healthy and if people have not tried it, this product is a must have."
